ID;VL_FATU;VL_SLDO;DT_ABRT;DS_CNAE;DT_REFE
CNPJ_07429;2903350;94642;28/10/2019;Serviços de tecnologia da informação;31/05/2025
CNPJ_07430;146679;15398;28/02/2021;Armazenamento geral;31/05/2025
CNPJ_07431;178801;-2719;30/06/2021;Montagem industrial;31/05/2025
CNPJ_07432;2591024;237971;28/02/2022;Cultivo de milho;31/05/2025
CNPJ_07433;2647325;-1570;13/06/2020;Fabricação de produtos químicos;31/05/2025
CNPJ_07434;572798;28098;17/06/2018;Televisão aberta;31/05/2025
CNPJ_07435;56295380;-4653258;18/10/2002;Telecomunicações sem fio;31/05/2025
CNPJ_07436;935747;25518;19/08/2016;Comércio atacadista de calçados;31/05/2025
CNPJ_07437;554546;-37069;20/02/2018;Consultoria empresarial;31/05/2025
CNPJ_07438;5633106;393460;14/09/2012;Cultivo de soja;31/05/2025
CNPJ_07439;113608;-1998;20/11/2019;Fabricação de produtos químicos;31/05/2025
CNPJ_07440;858872;23980;18/04/2019;Construção de rodovias;31/05/2025
CNPJ_07441;67967;-1648;12/05/2021;Armazenamento geral;31/05/2025
CNPJ_07442;187699;-13685;04/11/2019;Televisão aberta;31/05/2025
CNPJ_07443;50530837;-1389704;26/09/2005;Engenharia civil;31/05/2025
CNPJ_07444;227435;-17368;10/04/2021;Construção de barragens;31/05/2025
CNPJ_07445;2337636;158272;06/05/2020;Fabricação de móveis;31/05/2025
CNPJ_07446;2182094;-137226;29/07/2017;Administração pública;31/05/2025
CNPJ_07447;535898;34586;27/11/2021;Consultoria empresarial;31/05/2025
CNPJ_07448;1960255;21177;15/06/2022;Televisão aberta;31/05/2025
CNPJ_07449;2351070;175593;11/06/2022;Cultivo de milho;31/05/2025
CNPJ_07450;237671;-15625;28/01/2020;Armazenamento geral;31/05/2025
CNPJ_07451;2855271;-8889;11/06/2015;Hotéis e pousadas;31/05/2025
CNPJ_07452;25884518;213737;28/10/2003;Comércio varejista de combustíveis;31/05/2025
CNPJ_07453;189246;-16299;21/11/2020;Seguros de vida;31/05/2025
CNPJ_07454;2441286;-141292;06/12/2021;Fabricação de papel;31/05/2025
CNPJ_07455;2886703;270826;16/10/2016;Construção de rodovias;31/05/2025
CNPJ_07456;1398655;-53698;06/01/2018;Fabricação de móveis;31/05/2025
CNPJ_07457;2412119;224886;19/06/2019;Restaurantes e similares;31/05/2025
CNPJ_07458;4096751;-70310;01/07/2010;Transporte rodoviário de carga;31/05/2025
CNPJ_07459;1520234;-128551;04/07/2021;Planos de saúde;31/05/2025
CNPJ_07460;2549695;210494;21/05/2017;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07461;15887442;357660;26/01/2018;Produção de alumínio;31/05/2025
CNPJ_07462;279881;25258;04/07/2020;Telecomunicações sem fio;31/05/2025
CNPJ_07463;26499524;3730243;22/06/2007;Produção de ferro-gusa;31/05/2025
CNPJ_07464;105831;8761;09/03/2022;Montagem industrial;31/05/2025
CNPJ_07465;2514435;-136513;28/07/2018;Cultivo de trigo;31/05/2025
CNPJ_07466;2787938;28831;21/02/2016;Comércio atacadista de calçados;31/05/2025
CNPJ_07467;2210550;147045;28/12/2014;Engenharia civil;31/05/2025
CNPJ_07468;186760;6311;16/05/2023;Extração de petróleo e gás natural;31/05/2025
CNPJ_07469;165081;-5623;16/06/2022;Comércio atacadista de bebidas;31/05/2025
CNPJ_07470;1880664;-31241;30/03/2021;Planos de saúde;31/05/2025
CNPJ_07471;6871856;60451;22/08/2002;Consultoria empresarial;31/05/2025
CNPJ_07472;62512;-3206;07/08/2023;Fabricação de móveis;31/05/2025
CNPJ_07473;18599141;-1480958;01/03/2013;Extração de minério de ferro;31/05/2025
CNPJ_07474;635812;-45912;30/12/2014;Produção de alumínio;31/05/2025
CNPJ_07475;123865176;-4942852;20/03/2008;Educação superior;31/05/2025
CNPJ_07476;198564;18399;12/01/2019;Televisão por assinatura;31/05/2025
CNPJ_07477;235083;-16701;14/11/2022;Extração de petróleo e gás natural;31/05/2025
CNPJ_07478;724631;-30949;12/10/2020;Comércio varejista de alimentos;31/05/2025
CNPJ_07479;516316;-19882;13/04/2019;Seguros de vida;31/05/2025
CNPJ_07480;172279;-14153;01/03/2022;Comércio varejista de alimentos;31/05/2025
CNPJ_07481;1717791;-129882;20/06/2019;Construção de barragens;31/05/2025
CNPJ_07482;225564;-16323;09/09/2020;Distribuição de energia elétrica;31/05/2025
CNPJ_07483;1713260;150558;29/01/2017;Distribuição de energia elétrica;31/05/2025
CNPJ_07484;78113;5444;31/07/2023;Cultivo de trigo;31/05/2025
CNPJ_07485;2180392;129851;04/12/2017;Transporte rodoviário de carga;31/05/2025
CNPJ_07486;890623;46705;17/01/2015;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07487;194724254;-11662425;10/08/1996;Consultoria empresarial;31/05/2025
CNPJ_07488;718939;20953;16/06/2022;Educação superior;31/05/2025
CNPJ_07489;1927786;-67091;26/08/2021;Comércio varejista de alimentos;31/05/2025
CNPJ_07490;1069649;-41955;27/10/2020;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07491;11652820;1433195;19/10/2005;Produção de ferro-gusa;31/05/2025
CNPJ_07492;1076241;-17649;27/10/2015;Televisão por assinatura;31/05/2025
CNPJ_07493;672197;-49101;10/07/2018;Cultivo de trigo;31/05/2025
CNPJ_07494;796077;-21226;17/01/2018;Consultoria empresarial;31/05/2025
CNPJ_07495;175387679;-8928441;31/03/2011;Correios e entregas expressas;31/05/2025
CNPJ_07496;296750;21319;11/10/2022;Construção de barragens;31/05/2025
CNPJ_07497;203758;4555;24/01/2022;Transporte rodoviário de carga;31/05/2025
CNPJ_07498;239330;24404;28/06/2019;Telecomunicações sem fio;31/05/2025
CNPJ_07499;12587156;902230;23/08/2014;Administração pública;31/05/2025
CNPJ_07500;76581;7193;09/09/2021;Produção cinematográfica;31/05/2025
CNPJ_07501;2204749;191288;05/11/2021;Comércio varejista de alimentos;31/05/2025
CNPJ_07502;2338920;186776;10/03/2017;Televisão por assinatura;31/05/2025
CNPJ_07503;1358931;-60114;30/04/2020;Hotéis e pousadas;31/05/2025
CNPJ_07504;2722383;241919;27/10/2018;Produção de ferro-gusa;31/05/2025
CNPJ_07505;192644;-15387;26/12/2020;Televisão por assinatura;31/05/2025
CNPJ_07506;1514267;146350;19/08/2015;Cultivo de arroz;31/05/2025
CNPJ_07507;16403991;1087664;06/02/2018;Transporte rodoviário de carga;31/05/2025
CNPJ_07508;120939;-2007;08/06/2021;Padaria e confeitaria;31/05/2025
CNPJ_07509;263779;25860;11/11/2020;Comércio atacadista de bebidas;31/05/2025
CNPJ_07510;12627196;466125;26/06/1999;Educação superior;31/05/2025
CNPJ_07511;198590;12954;27/01/2021;Produção de alumínio;31/05/2025
CNPJ_07512;966947;-38343;13/09/2022;Produção de ferro-gusa;31/05/2025
CNPJ_07513;1424840;97426;19/08/2019;Planos de saúde;31/05/2025
CNPJ_07514;1096430;44731;22/08/2021;Produção de alumínio;31/05/2025
CNPJ_07515;351270;-49168;29/06/2018;Montagem industrial;31/05/2025
CNPJ_07516;13609010;1055652;13/11/2013;Construção de barragens;31/05/2025
CNPJ_07517;982197;54114;31/10/2014;Correios e entregas expressas;31/05/2025
CNPJ_07518;140862070;15274401;19/03/2004;Obras de infraestrutura elétrica;31/05/2025
CNPJ_07519;27061652;-2566268;18/09/2003;Fabricação de papel;31/05/2025
CNPJ_07520;186042;-23568;28/05/2023;Padaria e confeitaria;31/05/2025
CNPJ_07521;948960;8582;04/11/2018;Comércio atacadista de calçados;31/05/2025
CNPJ_07522;290766;38249;22/02/2023;Comércio atacadista de bebidas;31/05/2025
CNPJ_07523;243123;16602;21/08/2022;Atividades de bancos múltiplos;31/05/2025
CNPJ_07524;87942;-5489;24/12/2022;Montagem industrial;31/05/2025
CNPJ_07525;2391749;25834;30/12/2022;Seguros de vida;31/05/2025
CNPJ_07526;85968;-5960;08/02/2019;Cultivo de trigo;31/05/2025
CNPJ_07527;232520;-563;16/06/2020;Educação superior;31/05/2025
CNPJ_07528;27588198;-1689350;11/04/2015;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07529;293769;6829;08/04/2023;Padaria e confeitaria;31/05/2025
CNPJ_07530;160398;11236;05/06/2020;Serviços de tecnologia da informação;31/05/2025
CNPJ_07531;720571;61583;22/03/2017;Fabricação de automóveis;31/05/2025
CNPJ_07532;2737624;-254147;22/05/2016;Cultivo de soja;31/05/2025
CNPJ_07533;259450;29530;14/06/2023;Transporte rodoviário de carga;31/05/2025
CNPJ_07534;2627585;117249;05/10/2020;Defesa nacional;31/05/2025
CNPJ_07535;2727235;126464;01/08/2015;Engenharia civil;31/05/2025
CNPJ_07536;139001;6500;28/08/2021;Fabricação de caminhões e ônibus;31/05/2025
CNPJ_07537;2738037;-187110;30/04/2021;Administração pública;31/05/2025
CNPJ_07538;233918;1864;08/12/2023;Cultivo de milho;31/05/2025
CNPJ_07539;125129;6158;28/07/2023;Restaurantes e similares;31/05/2025
CNPJ_07540;988165;-20595;27/11/2020;Administração pública;31/05/2025
CNPJ_07541;68881615;636503;18/09/2014;Padaria e confeitaria;31/05/2025
CNPJ_07542;2454851;-189712;13/02/2016;Fabricação de caminhões e ônibus;31/05/2025
CNPJ_07543;704026;-103479;08/02/2021;Correios e entregas expressas;31/05/2025
CNPJ_07544;148235427;-11552976;04/07/2008;Produção de ferro-gusa;31/05/2025
CNPJ_07545;4658935;317796;31/12/2017;Comércio atacadista de bebidas;31/05/2025
CNPJ_07546;2838959;45108;26/06/2022;Fabricação de caminhões e ônibus;31/05/2025
CNPJ_07547;2526476;-201244;16/06/2017;Fabricação de caminhões e ônibus;31/05/2025
CNPJ_07548;60090;-2513;26/07/2019;Educação superior;31/05/2025
CNPJ_07549;54109;3141;17/11/2023;Comércio atacadista de bebidas;31/05/2025
CNPJ_07550;2993630;-160368;23/06/2019;Televisão por assinatura;31/05/2025
CNPJ_07551;15724266;1360617;20/05/2017;Planos de saúde;31/05/2025
CNPJ_07552;265836;-3274;28/04/2021;Produção de alumínio;31/05/2025
CNPJ_07553;188368623;-7163117;10/05/2011;Construção de barragens;31/05/2025
CNPJ_07554;1952697;43231;09/05/2020;Fabricação de produtos químicos;31/05/2025
CNPJ_07555;2494411;-44032;18/05/2015;Fabricação de automóveis;31/05/2025
CNPJ_07556;111133;-4565;17/03/2019;Televisão aberta;31/05/2025
CNPJ_07557;235063;18418;30/06/2023;Defesa nacional;31/05/2025
CNPJ_07558;1113030;9332;17/03/2017;Comércio varejista de combustíveis;31/05/2025
CNPJ_07559;1412045;129979;01/05/2017;Telecomunicações sem fio;31/05/2025
CNPJ_07560;2551217;134597;16/09/2019;Cultivo de soja;31/05/2025
CNPJ_07561;1334440;-188017;07/10/2017;Geração de energia elétrica;31/05/2025
CNPJ_07562;1562426;-58024;18/12/2018;Telecomunicações sem fio;31/05/2025
CNPJ_07563;2564530;120178;11/03/2017;Produção de ferro-gusa;31/05/2025
CNPJ_07564;3812103;-270999;01/05/2006;Obras de infraestrutura elétrica;31/05/2025
CNPJ_07565;3985702;45816;19/06/1999;Comércio atacadista de calçados;31/05/2025
CNPJ_07566;2143499;-157342;01/08/2018;Extração de minério de ferro;31/05/2025
CNPJ_07567;89622928;5018001;19/08/2004;Extração de minério de ferro;31/05/2025
CNPJ_07568;116685239;-2327321;09/09/2005;Atividades hospitalares;31/05/2025
CNPJ_07569;113880095;-6144793;11/06/2001;Cultivo de milho;31/05/2025
CNPJ_07570;278947;-18907;17/05/2019;Obras de infraestrutura elétrica;31/05/2025
CNPJ_07571;565419;-27229;03/01/2020;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07572;177325;4588;31/10/2021;Fabricação de caminhões e ônibus;31/05/2025
CNPJ_07573;979165;-58894;28/11/2015;Transporte ferroviário de carga;31/05/2025
CNPJ_07574;2896585;44524;24/08/2017;Atividades hospitalares;31/05/2025
CNPJ_07575;72337;-1901;04/02/2023;Comércio atacadista de bebidas;31/05/2025
CNPJ_07576;183328048;-6810045;02/12/1996;Construção de barragens;31/05/2025
CNPJ_07577;1582464;-187470;24/06/2015;Transporte rodoviário de carga;31/05/2025
CNPJ_07578;2133935;-151337;14/11/2022;Correios e entregas expressas;31/05/2025
CNPJ_07579;5067665;173975;29/05/2019;Transporte ferroviário de carga;31/05/2025
CNPJ_07580;164719;-14874;08/08/2020;Fabricação de produtos químicos;31/05/2025
CNPJ_07581;599017;13244;02/05/2017;Correios e entregas expressas;31/05/2025
CNPJ_07582;63308427;-2301887;15/07/2009;Consultoria empresarial;31/05/2025
CNPJ_07583;170239691;17240787;19/12/2006;Construção de edifícios;31/05/2025
CNPJ_07584;24963535;-752105;16/05/2009;Hotéis e pousadas;31/05/2025
CNPJ_07585;2180777;201597;07/12/2021;Engenharia civil;31/05/2025
CNPJ_07586;3357686;-69221;06/01/2008;Correios e entregas expressas;31/05/2025
CNPJ_07587;1021382;64863;08/03/2020;Transporte rodoviário de carga;31/05/2025
CNPJ_07588;2865817;272942;16/01/2015;Hotéis e pousadas;31/05/2025
CNPJ_07589;55424;-2279;15/12/2023;Atividades de bancos múltiplos;31/05/2025
CNPJ_07590;22680260;394072;14/01/2001;Serviços de tecnologia da informação;31/05/2025
CNPJ_07591;2444116;57374;15/01/2019;Hotéis e pousadas;31/05/2025
CNPJ_07592;118363254;5395364;23/08/2012;Televisão por assinatura;31/05/2025
CNPJ_07593;2891044;237187;05/09/2014;Obras de infraestrutura elétrica;31/05/2025
CNPJ_07594;2389386;-156738;27/10/2018;Restaurantes e similares;31/05/2025
CNPJ_07595;172178;-5165;30/08/2022;Planos de saúde;31/05/2025
CNPJ_07596;1660884;-95044;24/04/2020;Fabricação de móveis;31/05/2025
CNPJ_07597;2690882;252816;22/11/2019;Televisão por assinatura;31/05/2025
CNPJ_07598;2877583;-47432;31/10/2019;Engenharia civil;31/05/2025
CNPJ_07599;96190396;-8305094;16/04/1996;Fabricação de papel;31/05/2025
CNPJ_07600;1762888;-106118;05/02/2018;Transporte ferroviário de carga;31/05/2025
CNPJ_07601;1708621;89749;04/03/2014;Atividades hospitalares;31/05/2025
CNPJ_07602;660918;-3161;11/01/2017;Construção de edifícios;31/05/2025
CNPJ_07603;197092636;17277786;16/07/2006;Comércio varejista de alimentos;31/05/2025
CNPJ_07604;235868;-19837;21/10/2023;Defesa nacional;31/05/2025
CNPJ_07605;51322;1459;26/11/2020;Atividades de bancos múltiplos;31/05/2025
CNPJ_07606;248578;-7479;01/05/2021;Distribuição de energia elétrica;31/05/2025
CNPJ_07607;115150214;14201031;16/12/1994;Atividades hospitalares;31/05/2025
CNPJ_07608;57806;-4939;27/08/2020;Planos de saúde;31/05/2025
CNPJ_07609;1043926;26197;20/01/2017;Fabricação de móveis;31/05/2025
CNPJ_07610;1711693;-202613;15/05/2014;Hotéis e pousadas;31/05/2025
CNPJ_07611;6750487;394490;17/12/2019;Extração de petróleo e gás natural;31/05/2025
CNPJ_07612;2270130;-19043;30/11/2022;Armazenamento geral;31/05/2025
CNPJ_07613;262313;25638;04/07/2022;Televisão aberta;31/05/2025
CNPJ_07614;435070;27104;17/08/2015;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07615;115102;6514;18/10/2022;Armazenamento geral;31/05/2025
CNPJ_07616;12119049;1013799;01/08/2008;Montagem industrial;31/05/2025
CNPJ_07617;1987722;-55765;17/07/2015;Televisão por assinatura;31/05/2025
CNPJ_07618;24472294;-1536416;08/01/2003;Transporte ferroviário de carga;31/05/2025
CNPJ_07619;2131577;-266589;14/10/2019;Telecomunicações sem fio;31/05/2025
CNPJ_07620;1981051;35461;04/01/2022;Cultivo de soja;31/05/2025
CNPJ_07621;1730766;-83266;07/05/2014;Construção de rodovias;31/05/2025
CNPJ_07622;673074;-38835;31/07/2016;Televisão aberta;31/05/2025
CNPJ_07623;1507917;69317;23/03/2020;Comércio varejista de combustíveis;31/05/2025
CNPJ_07624;155897570;2065785;01/07/1995;Cultivo de trigo;31/05/2025
CNPJ_07625;1949525;27958;05/07/2019;Serviços de tecnologia da informação;31/05/2025
CNPJ_07626;2421653;-181030;28/03/2017;Comércio atacadista de calçados;31/05/2025
CNPJ_07627;1437605;-136480;29/06/2014;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07628;2192630;-156140;28/08/2021;Consultoria empresarial;31/05/2025
CNPJ_07629;69495679;-2042813;20/03/2006;Comércio varejista de alimentos;31/05/2025
CNPJ_07630;1193858;45061;22/03/2016;Produção de ferro-gusa;31/05/2025
CNPJ_07631;245277;1798;13/12/2021;Planos de saúde;31/05/2025
CNPJ_07632;231685;-65;26/05/2021;Construção de rodovias;31/05/2025
CNPJ_07633;282905;15157;02/12/2019;Armazenamento geral;31/05/2025
CNPJ_07634;921232;62783;05/06/2022;Transporte rodoviário de carga;31/05/2025
CNPJ_07635;24987401;-3240673;18/03/2016;Engenharia civil;31/05/2025
CNPJ_07636;2349271;206529;04/08/2017;Fabricação de produtos químicos;31/05/2025
CNPJ_07637;2002160;-1765;01/03/2019;Comércio atacadista de calçados;31/05/2025
CNPJ_07638;251845;-21035;28/12/2019;Fabricação de caminhões e ônibus;31/05/2025
CNPJ_07639;145320;10506;16/01/2019;Restaurantes e similares;31/05/2025
CNPJ_07640;81222;-2607;04/06/2021;Obras de infraestrutura elétrica;31/05/2025
CNPJ_07641;19760129;1087783;25/12/2005;Comércio varejista de combustíveis;31/05/2025
CNPJ_07642;55971056;397101;09/03/2005;Comércio atacadista de tecidos;31/05/2025
CNPJ_07643;23994274;1880402;25/12/2016;Defesa nacional;31/05/2025
CNPJ_07644;51086;-883;30/03/2019;Cultivo de soja;31/05/2025
CNPJ_07645;5951053;-167029;27/08/2015;Engenharia civil;31/05/2025
CNPJ_07646;280306;-12407;17/10/2019;Defesa nacional;31/05/2025
CNPJ_07647;2865494;166628;06/04/2022;Cultivo de soja;31/05/2025
CNPJ_07648;2326838;109451;29/10/2015;Comércio varejista de alimentos;31/05/2025
CNPJ_07649;1084708;66494;08/06/2015;Telecomunicações sem fio;31/05/2025
CNPJ_07650;1917796;73601;19/11/2015;Fabricação de caminhões e ônibus;31/05/2025
CNPJ_07651;2000868;126239;03/03/2015;Produção cinematográfica;31/05/2025
CNPJ_07652;270069;7701;01/12/2023;Defesa nacional;31/05/2025
CNPJ_07653;2359040;69512;18/03/2017;Obras de infraestrutura elétrica;31/05/2025
CNPJ_07654;547740;30637;16/03/2022;Transporte ferroviário de carga;31/05/2025
CNPJ_07655;251374;-11609;24/11/2023;Produção de alumínio;31/05/2025
CNPJ_07656;2138122;6071;15/04/2017;Fabricação de produtos químicos;31/05/2025
CNPJ_07657;140146151;4499395;27/12/2012;Atividades hospitalares;31/05/2025
CNPJ_07658;2897864;-19291;16/02/2018;Consultoria empresarial;31/05/2025
CNPJ_07659;256984;23522;19/04/2021;Construção de edifícios;31/05/2025
CNPJ_07660;7300931;-702555;01/03/2000;Cultivo de arroz;31/05/2025
CNPJ_07661;2790621;-7112;11/04/2022;Construção de barragens;31/05/2025
CNPJ_07662;2479469;-315915;11/05/2017;Geração de energia elétrica;31/05/2025
CNPJ_07663;210953;17160;13/02/2023;Comércio atacadista de tecidos;31/05/2025
CNPJ_07664;2656321;175692;26/08/2020;Comércio atacadista de bebidas;31/05/2025
CNPJ_07665;1604803;-68634;14/05/2018;Padaria e confeitaria;31/05/2025
CNPJ_07666;1346880;24818;25/11/2019;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07667;143922;-7985;15/08/2019;Televisão por assinatura;31/05/2025
CNPJ_07668;2126175;-100049;05/07/2021;Extração de petróleo e gás natural;31/05/2025
CNPJ_07669;972912;41469;09/02/2020;Correios e entregas expressas;31/05/2025
CNPJ_07670;2648006;83462;20/04/2017;Distribuição de energia elétrica;31/05/2025
CNPJ_07671;262598;20059;05/11/2022;Fabricação de produtos químicos;31/05/2025
CNPJ_07672;28956213;2771980;11/01/2014;Construção de barragens;31/05/2025
CNPJ_07673;228365;15159;28/10/2022;Cultivo de milho;31/05/2025
CNPJ_07674;179625;15332;23/08/2019;Comércio atacadista de tecidos;31/05/2025
CNPJ_07675;1686142;142314;28/02/2018;Fabricação de automóveis;31/05/2025
CNPJ_07676;1053021;7724;23/12/2018;Atividades hospitalares;31/05/2025
CNPJ_07677;798069;75254;29/11/2022;Televisão aberta;31/05/2025
CNPJ_07678;109413;347;24/11/2020;Construção de barragens;31/05/2025
CNPJ_07679;968889;-59558;14/08/2016;Comércio varejista de combustíveis;31/05/2025
CNPJ_07680;760154;37135;04/05/2019;Construção de edifícios;31/05/2025
CNPJ_07681;2067256;147651;09/03/2021;Defesa nacional;31/05/2025
CNPJ_07682;1071978;20111;26/06/2022;Restaurantes e similares;31/05/2025
CNPJ_07683;16229694;-819322;25/02/2016;Fabricação de automóveis;31/05/2025
CNPJ_07684;1666401;83450;23/04/2017;Produção de alumínio;31/05/2025
CNPJ_07685;221143;7263;18/10/2020;Produção de ferro-gusa;31/05/2025
CNPJ_07686;211754;18785;15/05/2021;Transporte rodoviário de carga;31/05/2025
CNPJ_07687;8318936;-640687;14/06/2021;Construção de barragens;31/05/2025
CNPJ_07688;121301;-5141;26/02/2019;Atividades de bancos múltiplos;31/05/2025
CNPJ_07689;340000;15841;27/11/2016;Televisão por assinatura;31/05/2025
CNPJ_07690;216728;1973;18/07/2022;Transporte rodoviário de carga;31/05/2025
CNPJ_07691;16158400;1238685;24/05/2009;Comércio atacadista de bebidas;31/05/2025
CNPJ_07692;1448021;202695;04/02/2018;Fabricação de automóveis;31/05/2025
CNPJ_07693;1763691;-32696;28/09/2020;Construção de edifícios;31/05/2025
CNPJ_07694;29955077;-2876060;26/05/2009;Montagem industrial;31/05/2025
CNPJ_07695;189368;-7516;10/06/2022;Televisão por assinatura;31/05/2025
CNPJ_07696;27947230;-543752;23/08/2017;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07697;2324929;226371;03/09/2015;Restaurantes e similares;31/05/2025
CNPJ_07698;62479;4490;07/01/2021;Atividades hospitalares;31/05/2025
CNPJ_07699;22908314;-522962;27/05/2005;Serviços de tecnologia da informação;31/05/2025
CNPJ_07700;2777677;55244;27/05/2019;Planos de saúde;31/05/2025
CNPJ_07701;101895;6709;21/06/2021;Produção cinematográfica;31/05/2025
CNPJ_07702;1646558;86207;11/08/2021;Educação superior;31/05/2025
CNPJ_07703;2416763;-200315;25/08/2016;Armazenamento geral;31/05/2025
CNPJ_07704;128092329;5147134;20/05/1995;Transporte ferroviário de carga;31/05/2025
CNPJ_07705;233512;15479;12/07/2019;Geração de energia elétrica;31/05/2025
CNPJ_07706;56717473;-2212192;15/09/2005;Extração de minério de ferro;31/05/2025
CNPJ_07707;2922193;107874;06/09/2016;Comércio atacadista de alimentos;31/05/2025
CNPJ_07708;124651;-12093;06/12/2020;Atividades hospitalares;31/05/2025
CNPJ_07709;108454;5292;06/04/2019;Comércio atacadista de alimentos;31/05/2025
CNPJ_07710;160234;1784;11/09/2020;Atividades hospitalares;31/05/2025
CNPJ_07711;11486444;-846043;11/12/2007;Planos de saúde;31/05/2025
CNPJ_07712;292918;-36384;06/03/2019;Hotéis e pousadas;31/05/2025
CNPJ_07713;191889;15009;26/09/2023;Extração de petróleo e gás natural;31/05/2025
CNPJ_07714;2982063;-249853;30/08/2015;Cultivo de soja;31/05/2025
CNPJ_07715;108769;-10198;19/06/2023;Montagem industrial;31/05/2025
CNPJ_07716;2493955;245120;23/09/2017;Fabricação de caminhões e ônibus;31/05/2025
CNPJ_07717;776013;65382;07/06/2022;Engenharia civil;31/05/2025
CNPJ_07718;115918267;7762603;01/10/2008;Fabricação de papel;31/05/2025
CNPJ_07719;838079;28725;24/02/2018;Consultoria empresarial;31/05/2025
CNPJ_07720;2449803;120333;20/10/2020;Obras de infraestrutura elétrica;31/05/2025
CNPJ_07721;2747972;198554;14/05/2014;Cultivo de milho;31/05/2025
CNPJ_07722;2683428;260765;15/08/2016;Construção de barragens;31/05/2025
CNPJ_07723;118469;14380;09/07/2023;Construção de barragens;31/05/2025
CNPJ_07724;192888;16859;25/04/2019;Educação superior;31/05/2025
CNPJ_07725;10683992;590668;24/12/2017;Atividades de bancos múltiplos;31/05/2025
CNPJ_07726;148830;-8387;03/06/2021;Produção cinematográfica;31/05/2025
CNPJ_07727;525552;4484;29/12/2021;Defesa nacional;31/05/2025
CNPJ_07728;122797;11323;23/10/2023;Engenharia civil;31/05/2025
CNPJ_07729;2429683;-343039;10/07/2017;Seguros de vida;31/05/2025
CNPJ_07730;2846118;78192;04/03/2022;Administração pública;31/05/2025
CNPJ_07731;129704730;10987618;04/11/2004;Cultivo de milho;31/05/2025
CNPJ_07732;202951;19885;07/02/2022;Transporte ferroviário de carga;31/05/2025
CNPJ_07733;196397;6324;07/02/2022;Televisão aberta;31/05/2025
CNPJ_07734;1735648;-172244;21/02/2014;Transporte rodoviário de carga;31/05/2025
CNPJ_07735;241655;-3839;16/09/2023;Produção cinematográfica;31/05/2025
CNPJ_07736;20926412;868532;13/08/2005;Televisão aberta;31/05/2025
CNPJ_07737;74902;6971;20/12/2022;Televisão aberta;31/05/2025
CNPJ_07738;176026606;18263003;02/09/1994;Geração de energia elétrica;31/05/2025
CNPJ_07739;484028;6900;08/10/2016;Televisão aberta;31/05/2025
CNPJ_07740;67730976;6412027;09/11/2000;Montagem industrial;31/05/2025
CNPJ_07741;79483354;5004051;09/07/2000;Cultivo de soja;31/05/2025
CNPJ_07742;51304;-996;13/03/2021;Comércio varejista de combustíveis;31/05/2025
CNPJ_07743;111170;5377;12/02/2019;Restaurantes e similares;31/05/2025
CNPJ_07744;23060382;1902658;22/01/2014;Administração pública;31/05/2025
CNPJ_07745;151023;-14983;10/02/2023;Restaurantes e similares;31/05/2025
CNPJ_07746;169166;-3705;10/06/2019;Extração de minério de ferro;31/05/2025
CNPJ_07747;445253;3047;03/02/2020;Educação superior;31/05/2025
CNPJ_07748;144862;18811;14/09/2022;Produção cinematográfica;31/05/2025
CNPJ_07749;2078239;15742;28/10/2017;Comércio atacadista de tecidos;31/05/2025
CNPJ_07750;178952;21462;20/04/2020;Comércio atacadista de calçados;31/05/2025
CNPJ_07751;195263;-11634;18/02/2023;Televisão por assinatura;31/05/2025
CNPJ_07752;1338593;43337;14/05/2019;Comércio varejista de combustíveis;31/05/2025
CNPJ_07753;86197231;12094453;03/01/2002;Consultoria empresarial;31/05/2025
CNPJ_07754;130553986;12720387;11/09/1994;Obras de infraestrutura elétrica;31/05/2025
CNPJ_07755;101663898;-1446306;31/05/1998;Comércio varejista de alimentos;31/05/2025
CNPJ_07756;2417859;-47072;27/01/2019;Televisão por assinatura;31/05/2025
CNPJ_07757;5003132;-61089;01/03/2018;Comércio varejista de combustíveis;31/05/2025
CNPJ_07758;19010147;241583;18/06/2005;Fabricação de papel;31/05/2025
CNPJ_07759;967920;-66237;24/04/2020;Televisão aberta;31/05/2025
CNPJ_07760;2757194;210640;08/05/2016;Comércio atacadista de medicamentos;31/05/2025
CNPJ_07761;94562779;-6795126;21/05/1999;Hotéis e pousadas;31/05/2025
CNPJ_07762;148828531;9963988;14/05/2014;Educação superior;31/05/2025
CNPJ_07763;2193520;17297;26/02/2016;Atividades hospitalares;31/05/2025
CNPJ_07764;92204;-5454;22/09/2021;Saneamento básico;31/05/2025
CNPJ_07765;188587;15174;14/08/2023;Distribuição de energia elétrica;31/05/2025
CNPJ_07766;420523;-12658;28/08/2018;Planos de saúde;31/05/2025
CNPJ_07767;308660;-12087;12/04/2014;Comércio atacadista de bebidas;31/05/2025
CNPJ_07768;2276990;92477;13/05/2017;Fabricação de papel;31/05/2025
CNPJ_07769;149320;-14669;01/02/2019;Comércio atacadista de alimentos;31/05/2025
